Year,Date,Hour,Demand,Temperature
2011,2011-01-19,2,11914,34
2011,2011-01-19,3,11687,33
2011,2011-01-19,4,11677,34
2011,2011-01-19,5,12012,33
2011,2011-01-19,6,13083,33
2011,2011-01-19,7,14991,33
2011,2011-01-19,8,16149,33
2011,2011-01-19,9,16397,33
2011,2011-01-19,10,16461,34
2011,2011-01-19,11,16523,34
2011,2011-01-19,12,16582,35
2011,2011-01-19,13,16533,36
2011,2011-01-19,14,16470,36
2011,2011-01-19,15,16340,36
2011,2011-01-19,16,16331,35
2011,2011-01-19,17,17072,35
2011,2011-01-19,18,18270,34
2011,2011-01-19,19,18249,33
2011,2011-01-19,20,17819,33
2011,2011-01-19,21,17107,32
2011,2011-01-19,22,16003,31
2011,2011-01-19,23,14604,30
2011,2011-01-19,24,13283,29
2011,2011-01-20,1,12422,28
2011,2011-01-20,2,11986,28
2011,2011-01-20,3,11793,27
2011,2011-01-20,4,11815,27
2011,2011-01-20,5,12187,26
2011,2011-01-20,6,13387,25
2011,2011-01-20,7,15519,24
2011,2011-01-20,8,16601,24
2011,2011-01-20,9,16670,24
2011,2011-01-20,10,16645,25
2011,2011-01-20,11,16700,26
2011,2011-01-20,12,16691,27
2011,2011-01-20,13,16478,28
2011,2011-01-20,14,16405,28
2011,2011-01-20,15,16200,29
2011,2011-01-20,16,16242,29
2011,2011-01-20,17,17039,28
2011,2011-01-20,18,18485,26
2011,2011-01-20,19,18526,25
2011,2011-01-20,20,18145,24
2011,2011-01-20,21,17522,23
2011,2011-01-20,22,16419,23
2011,2011-01-20,23,15007,23
2011,2011-01-20,24,13721,23
2011,2011-01-21,1,12829,23
2011,2011-01-21,2,12393,22
2011,2011-01-21,3,12181,22
2011,2011-01-21,4,12176,21
2011,2011-01-21,5,12517,21
2011,2011-01-21,6,13534,22
2011,2011-01-21,7,14965,21
2011,2011-01-21,8,16015,21
2011,2011-01-21,9,16662,22
2011,2011-01-21,10,17159,22
2011,2011-01-21,11,17441,23
2011,2011-01-21,12,17517,25
2011,2011-01-21,13,17408,26
2011,2011-01-21,14,17220,26
2011,2011-01-21,15,16984,27
2011,2011-01-21,16,16891,27
2011,2011-01-21,17,17439,26
2011,2011-01-21,18,18759,24
2011,2011-01-21,19,18664,23
2011,2011-01-21,20,18117,22
2011,2011-01-21,21,17469,22
2011,2011-01-21,22,16578,20
2011,2011-01-21,23,15433,19
2011,2011-01-21,24,14311,19
2011,2011-01-22,1,13466,17
2011,2011-01-22,2,13021,17
2011,2011-01-22,3,12774,16
2011,2011-01-22,4,12697,14
2011,2011-01-22,5,12831,13
2011,2011-01-22,6,13250,12
2011,2011-01-22,7,14080,12
2011,2011-01-22,8,14891,11
2011,2011-01-22,9,15789,11
2011,2011-01-22,10,16259,13
2011,2011-01-22,11,16414,15
2011,2011-01-22,12,16263,18
2011,2011-01-22,13,16003,20
2011,2011-01-22,14,15721,22
2011,2011-01-22,15,15532,22
2011,2011-01-22,16,15569,22
2011,2011-01-22,17,16296,22
2011,2011-01-22,18,17798,20
2011,2011-01-22,19,17848,18
2011,2011-01-22,20,17430,16
2011,2011-01-22,21,16961,15
2011,2011-01-22,22,16325,12
2011,2011-01-22,23,15394,11
2011,2011-01-22,24,14465,11
2011,2011-01-23,1,13721,9
2011,2011-01-23,2,13300,8
2011,2011-01-23,3,13085,7
2011,2011-01-23,4,13038,8
2011,2011-01-23,5,13128,8
2011,2011-01-23,6,13440,6
2011,2011-01-23,7,13991,6
2011,2011-01-23,8,14635,6
2011,2011-01-23,9,15516,7
2011,2011-01-23,10,16103,10
2011,2011-01-23,11,16303,13
2011,2011-01-23,12,16369,15
2011,2011-01-23,13,16357,18
2011,2011-01-23,14,16228,20
2011,2011-01-23,15,16176,20
2011,2011-01-23,16,16337,19
2011,2011-01-23,17,17259,17
2011,2011-01-23,18,18935,15
2011,2011-01-23,19,19114,13
2011,2011-01-23,20,18755,11
2011,2011-01-23,21,18203,9
2011,2011-01-23,22,17270,7
2011,2011-01-23,23,16087,5
2011,2011-01-23,24,14982,3
2011,2011-01-24,1,14288,2
2011,2011-01-24,2,13995,0
2011,2011-01-24,3,13923,-1
2011,2011-01-24,4,14040,-2
2011,2011-01-24,5,14472,-3
2011,2011-01-24,6,15689,-4
2011,2011-01-24,7,17834,-5
2011,2011-01-24,8,18981,-6
2011,2011-01-24,9,19178,-5
2011,2011-01-24,10,19224,-2
2011,2011-01-24,11,19239,0
2011,2011-01-24,12,19119,3
2011,2011-01-24,13,18866,6
2011,2011-01-24,14,18647,8
2011,2011-01-24,15,18339,10
2011,2011-01-24,16,18295,11
2011,2011-01-24,17,18968,10
2011,2011-01-24,18,20595,9
2011,2011-01-24,19,20776,8
2011,2011-01-24,20,20434,6
2011,2011-01-24,21,19729,6
2011,2011-01-24,22,18537,4
2011,2011-01-24,23,16961,6
2011,2011-01-24,24,15559,6
2011,2011-01-25,1,14660,8
2011,2011-01-25,2,14204,8
2011,2011-01-25,3,13990,8
2011,2011-01-25,4,13953,8
2011,2011-01-25,5,14255,9
2011,2011-01-25,6,15292,10
2011,2011-01-25,7,17167,10
2011,2011-01-25,8,18216,12
2011,2011-01-25,9,18399,13
2011,2011-01-25,10,18491,15
2011,2011-01-25,11,18544,17
2011,2011-01-25,12,18468,20
2011,2011-01-25,13,18207,23
2011,2011-01-25,14,18000,25
2011,2011-01-25,15,17687,26
2011,2011-01-25,16,17558,27
2011,2011-01-25,17,18029,27
2011,2011-01-25,18,19425,25
2011,2011-01-25,19,19596,22
2011,2011-01-25,20,19231,20
2011,2011-01-25,21,18552,19
2011,2011-01-25,22,17460,17
2011,2011-01-25,23,15997,16
2011,2011-01-25,24,14661,17
2011,2011-01-26,1,13799,14
2011,2011-01-26,2,13386,14
2011,2011-01-26,3,13221,14
2011,2011-01-26,4,13250,14
2011,2011-01-26,5,13581,13
2011,2011-01-26,6,14716,16
2011,2011-01-26,7,16757,16
2011,2011-01-26,8,17860,16
2011,2011-01-26,9,18026,17
2011,2011-01-26,10,18115,18
2011,2011-01-26,11,18161,20
2011,2011-01-26,12,18053,22
2011,2011-01-26,13,17872,24
2011,2011-01-26,14,17808,25
2011,2011-01-26,15,17651,27
2011,2011-01-26,16,17651,28
2011,2011-01-26,17,18270,28
2011,2011-01-26,18,19509,28
2011,2011-01-26,19,19455,29
2011,2011-01-26,20,18859,29
2011,2011-01-26,21,17985,29
2011,2011-01-26,22,16769,29
2011,2011-01-26,23,15333,28
2011,2011-01-26,24,14019,28
2011,2011-01-27,1,13181,27
2011,2011-01-27,2,12739,26
2011,2011-01-27,3,12561,25
2011,2011-01-27,4,12577,25
2011,2011-01-27,5,12868,25
2011,2011-01-27,6,13710,24
2011,2011-01-27,7,15023,25
2011,2011-01-27,8,15888,26
2011,2011-01-27,9,16428,26
2011,2011-01-27,10,16732,26
2011,2011-01-27,11,16926,29
2011,2011-01-27,12,17079,31
2011,2011-01-27,13,17061,32
2011,2011-01-27,14,16927,32
2011,2011-01-27,15,16737,32
2011,2011-01-27,16,16690,32
2011,2011-01-27,17,17205,32
2011,2011-01-27,18,18709,30
2011,2011-01-27,19,18874,28
2011,2011-01-27,20,18420,26
2011,2011-01-27,21,17726,25
2011,2011-01-27,22,16628,22
2011,2011-01-27,23,15188,21
2011,2011-01-27,24,13939,21
2011,2011-01-28,1,13101,21
2011,2011-01-28,2,12710,20
2011,2011-01-28,3,12552,19
2011,2011-01-28,4,12586,17
2011,2011-01-28,5,12959,16
2011,2011-01-28,6,14059,16
2011,2011-01-28,7,16085,15
2011,2011-01-28,8,17138,17
2011,2011-01-28,9,17266,18
2011,2011-01-28,10,17224,22
2011,2011-01-28,11,17179,24
2011,2011-01-28,12,17015,28
2011,2011-01-28,13,16716,29
2011,2011-01-28,14,16573,30
2011,2011-01-28,15,16334,30
2011,2011-01-28,16,16266,30
2011,2011-01-28,17,16778,30
2011,2011-01-28,18,17988,29
2011,2011-01-28,19,17961,28
2011,2011-01-28,20,17468,27
2011,2011-01-28,21,16878,27
2011,2011-01-28,22,15995,27
2011,2011-01-28,23,14820,27
2011,2011-01-28,24,13660,26
2011,2011-01-29,1,12774,26
2011,2011-01-29,2,12260,25
2011,2011-01-29,3,11974,25
2011,2011-01-29,4,11889,25
2011,2011-01-29,5,11983,25
2011,2011-01-29,6,12412,24
2011,2011-01-29,7,13194,24
2011,2011-01-29,8,14031,25
2011,2011-01-29,9,14974,25
2011,2011-01-29,10,15469,27
2011,2011-01-29,11,15600,29
2011,2011-01-29,12,15506,31
2011,2011-01-29,13,15281,33
2011,2011-01-29,14,15083,34
2011,2011-01-29,15,14901,35
2011,2011-01-29,16,14954,34
2011,2011-01-29,17,15580,33
2011,2011-01-29,18,16880,32
2011,2011-01-29,19,16907,29
2011,2011-01-29,20,16432,29
2011,2011-01-29,21,15912,28
2011,2011-01-29,22,15206,26
2011,2011-01-29,23,14273,25
2011,2011-01-29,24,13302,24
2011,2011-01-30,1,12532,23
