Year,Date,Hour,Demand,Temperature
2011,2011-01-11,7,996,20
2011,2011-01-11,8,1068,20
2011,2011-01-11,9,1084,20
2011,2011-01-11,10,1097,21
2011,2011-01-11,11,1107,23
2011,2011-01-11,12,1090,26
2011,2011-01-11,13,1074,28
2011,2011-01-11,14,1068,30
2011,2011-01-11,15,1048,30
2011,2011-01-11,16,1054,29
2011,2011-01-11,17,1122,29
2011,2011-01-11,18,1192,29
2011,2011-01-11,19,1190,29
2011,2011-01-11,20,1157,28
2011,2011-01-11,21,1107,29
2011,2011-01-11,22,1044,29
2011,2011-01-11,23,953,29
2011,2011-01-11,24,869,29
2011,2011-01-12,1,813,30
2011,2011-01-12,2,776,29
2011,2011-01-12,3,756,30
2011,2011-01-12,4,748,32
2011,2011-01-12,5,759,32
2011,2011-01-12,6,789,32
2011,2011-01-12,7,827,32
2011,2011-01-12,8,853,32
2011,2011-01-12,9,899,32
2011,2011-01-12,10,948,33
2011,2011-01-12,11,997,28
2011,2011-01-12,12,1022,27
2011,2011-01-12,13,1030,27
2011,2011-01-12,14,1027,28
2011,2011-01-12,15,1013,28
2011,2011-01-12,16,1019,29
2011,2011-01-12,17,1099,28
2011,2011-01-12,18,1197,28
2011,2011-01-12,19,1182,27
2011,2011-01-12,20,1137,26
2011,2011-01-12,21,1087,25
2011,2011-01-12,22,1015,25
2011,2011-01-12,23,926,25
2011,2011-01-12,24,845,25
2011,2011-01-13,1,799,26
2011,2011-01-13,2,770,26
2011,2011-01-13,3,760,26
2011,2011-01-13,4,760,25
2011,2011-01-13,5,786,25
2011,2011-01-13,6,850,24
2011,2011-01-13,7,949,23
2011,2011-01-13,8,1026,23
2011,2011-01-13,9,1056,24
2011,2011-01-13,10,1078,26
2011,2011-01-13,11,1093,27
2011,2011-01-13,12,1092,29
2011,2011-01-13,13,1082,30
2011,2011-01-13,14,1081,31
2011,2011-01-13,15,1059,31
2011,2011-01-13,16,1055,31
2011,2011-01-13,17,1106,30
2011,2011-01-13,18,1211,28
2011,2011-01-13,19,1213,26
2011,2011-01-13,20,1186,24
2011,2011-01-13,21,1139,22
2011,2011-01-13,22,1072,20
2011,2011-01-13,23,963,20
2011,2011-01-13,24,897,18
2011,2011-01-14,1,836,18
2011,2011-01-14,2,804,19
2011,2011-01-14,3,790,18
2011,2011-01-14,4,790,14
2011,2011-01-14,5,812,15
2011,2011-01-14,6,880,13
2011,2011-01-14,7,1011,13
2011,2011-01-14,8,1080,12
2011,2011-01-14,9,1106,13
2011,2011-01-14,10,1126,15
2011,2011-01-14,11,1133,18
2011,2011-01-14,12,1129,20
2011,2011-01-14,13,1106,22
2011,2011-01-14,14,1092,23
2011,2011-01-14,15,1072,25
2011,2011-01-14,16,1059,25
2011,2011-01-14,17,1107,24
2011,2011-01-14,18,1197,23
2011,2011-01-14,19,1191,22
2011,2011-01-14,20,1163,20
2011,2011-01-14,21,1129,18
2011,2011-01-14,22,1076,16
2011,2011-01-14,23,998,15
2011,2011-01-14,24,916,14
2011,2011-01-15,1,869,13
2011,2011-01-15,2,841,12
2011,2011-01-15,3,822,11
2011,2011-01-15,4,815,10
2011,2011-01-15,5,823,8
2011,2011-01-15,6,852,7
2011,2011-01-15,7,908,8
2011,2011-01-15,8,955,7
2011,2011-01-15,9,1002,6
2011,2011-01-15,10,1036,12
2011,2011-01-15,11,1045,17
2011,2011-01-15,12,1040,22
2011,2011-01-15,13,1022,23
2011,2011-01-15,14,1000,24
2011,2011-01-15,15,988,27
2011,2011-01-15,16,992,28
2011,2011-01-15,17,1062,29
2011,2011-01-15,18,1133,29
2011,2011-01-15,19,1118,30
2011,2011-01-15,20,1081,32
2011,2011-01-15,21,1049,33
2011,2011-01-15,22,995,34
2011,2011-01-15,23,926,34
2011,2011-01-15,24,850,33
2011,2011-01-16,1,788,33
2011,2011-01-16,2,751,31
2011,2011-01-16,3,726,32
2011,2011-01-16,4,717,32
2011,2011-01-16,5,718,32
2011,2011-01-16,6,735,32
2011,2011-01-16,7,777,31
2011,2011-01-16,8,797,29
2011,2011-01-16,9,851,28
2011,2011-01-16,10,896,29
2011,2011-01-16,11,928,30
2011,2011-01-16,12,939,32
2011,2011-01-16,13,946,33
2011,2011-01-16,14,942,34
2011,2011-01-16,15,928,34
2011,2011-01-16,16,932,33
2011,2011-01-16,17,996,32
2011,2011-01-16,18,1077,30
2011,2011-01-16,19,1079,29
2011,2011-01-16,20,1045,26
2011,2011-01-16,21,1029,25
2011,2011-01-16,22,975,25
2011,2011-01-16,23,922,23
2011,2011-01-16,24,856,21
2011,2011-01-17,1,810,21
2011,2011-01-17,2,782,20
2011,2011-01-17,3,770,19
2011,2011-01-17,4,770,18
2011,2011-01-17,5,789,18
2011,2011-01-17,6,833,17
2011,2011-01-17,7,918,17
2011,2011-01-17,8,994,17
2011,2011-01-17,9,1045,16
2011,2011-01-17,10,1083,17
2011,2011-01-17,11,1104,17
2011,2011-01-17,12,1108,18
2011,2011-01-17,13,1104,19
2011,2011-01-17,14,1091,20
2011,2011-01-17,15,1072,22
2011,2011-01-17,16,1062,20
2011,2011-01-17,17,1129,21
2011,2011-01-17,18,1236,18
2011,2011-01-17,19,1237,17
2011,2011-01-17,20,1207,17
2011,2011-01-17,21,1160,14
2011,2011-01-17,22,1086,16
2011,2011-01-17,23,986,18
2011,2011-01-17,24,902,19
2011,2011-01-18,1,840,19
2011,2011-01-18,2,805,19
2011,2011-01-18,3,791,20
2011,2011-01-18,4,784,20
2011,2011-01-18,5,804,20
2011,2011-01-18,6,866,20
2011,2011-01-18,7,988,21
2011,2011-01-18,8,1067,22
2011,2011-01-18,9,1092,24
2011,2011-01-18,10,1120,27
2011,2011-01-18,11,1146,29
2011,2011-01-18,12,1157,31
2011,2011-01-18,13,1155,32
2011,2011-01-18,14,1138,33
2011,2011-01-18,15,1115,36
2011,2011-01-18,16,1117,38
2011,2011-01-18,17,1164,38
2011,2011-01-18,18,1230,37
2011,2011-01-18,19,1213,37
2011,2011-01-18,20,1172,37
2011,2011-01-18,21,1112,37
2011,2011-01-18,22,1028,38
2011,2011-01-18,23,933,38
2011,2011-01-18,24,844,38
2011,2011-01-19,1,781,36
2011,2011-01-19,2,747,35
2011,2011-01-19,3,732,35
2011,2011-01-19,4,727,36
2011,2011-01-19,5,743,36
2011,2011-01-19,6,803,36
2011,2011-01-19,7,929,35
2011,2011-01-19,8,1008,35
2011,2011-01-19,9,1019,35
2011,2011-01-19,10,1037,38
2011,2011-01-19,11,1047,39
2011,2011-01-19,12,1047,40
2011,2011-01-19,13,1040,40
2011,2011-01-19,14,1045,40
2011,2011-01-19,15,1019,39
2011,2011-01-19,16,1016,39
2011,2011-01-19,17,1062,39
2011,2011-01-19,18,1153,38
2011,2011-01-19,19,1158,37
2011,2011-01-19,20,1131,37
2011,2011-01-19,21,1079,36
2011,2011-01-19,22,1012,36
2011,2011-01-19,23,924,35
2011,2011-01-19,24,838,34
2011,2011-01-20,1,774,33
2011,2011-01-20,2,744,33
2011,2011-01-20,3,730,32
2011,2011-01-20,4,730,31
2011,2011-01-20,5,751,31
2011,2011-01-20,6,817,30
2011,2011-01-20,7,949,29
2011,2011-01-20,8,1019,27
2011,2011-01-20,9,1035,27
2011,2011-01-20,10,1047,28
2011,2011-01-20,11,1057,29
2011,2011-01-20,12,1058,30
2011,2011-01-20,13,1049,30
2011,2011-01-20,14,1045,31
2011,2011-01-20,15,1022,32
2011,2011-01-20,16,1022,32
2011,2011-01-20,17,1073,31
2011,2011-01-20,18,1175,30
2011,2011-01-20,19,1182,28
2011,2011-01-20,20,1156,29
2011,2011-01-20,21,1112,28
2011,2011-01-20,22,1046,27
2011,2011-01-20,23,953,27
2011,2011-01-20,24,873,27
2011,2011-01-21,1,806,27
2011,2011-01-21,2,774,27
2011,2011-01-21,3,758,26
2011,2011-01-21,4,754,25
2011,2011-01-21,5,775,24
2011,2011-01-21,6,831,24
2011,2011-01-21,7,919,24
2011,2011-01-21,8,993,25
2011,2011-01-21,9,1043,26
2011,2011-01-21,10,1095,26
2011,2011-01-21,11,1115,27
2011,2011-01-21,12,1120,28
2011,2011-01-21,13,1108,29
2011,2011-01-21,14,1094,30
2011,2011-01-21,15,1067,30
2011,2011-01-21,16,1057,30
2011,2011-01-21,17,1095,28
2011,2011-01-21,18,1188,27
2011,2011-01-21,19,1188,26
2011,2011-01-21,20,1156,25
2011,2011-01-21,21,1110,24
2011,2011-01-21,22,1054,23
2011,2011-01-21,23,983,22
2011,2011-01-21,24,914,21
2011,2011-01-22,1,854,20
2011,2011-01-22,2,819,20
2011,2011-01-22,3,800,19
2011,2011-01-22,4,793,18
2011,2011-01-22,5,800,17
2011,2011-01-22,6,828,16
2011,2011-01-22,7,869,14
2011,2011-01-22,8,912,13
2011,2011-01-22,9,968,14
2011,2011-01-22,10,1005,16
2011,2011-01-22,11,1024,18
2011,2011-01-22,12,1018,21
2011,2011-01-22,13,1005,23
2011,2011-01-22,14,996,22
2011,2011-01-22,15,982,23
2011,2011-01-22,16,980,23
2011,2011-01-22,17,1031,23
2011,2011-01-22,18,1136,21
2011,2011-01-22,19,1136,20
2011,2011-01-22,20,1108,18
2011,2011-01-22,21,1078,18
2011,2011-01-22,22,1035,16
2011,2011-01-22,23,975,15
2011,2011-01-22,24,907,14
2011,2011-01-23,1,863,12
2011,2011-01-23,2,832,9
2011,2011-01-23,3,816,8
2011,2011-01-23,4,811,7
2011,2011-01-23,5,815,7
2011,2011-01-23,6,834,6
2011,2011-01-23,7,860,5
2011,2011-01-23,8,891,5
2011,2011-01-23,9,942,7
2011,2011-01-23,10,991,12
2011,2011-01-23,11,1009,18
2011,2011-01-23,12,1021,20
2011,2011-01-23,13,1032,21
2011,2011-01-23,14,1023,21
2011,2011-01-23,15,1016,22
2011,2011-01-23,16,1021,23
2011,2011-01-23,17,1084,22
2011,2011-01-23,18,1197,20
2011,2011-01-23,19,1211,19
2011,2011-01-23,20,1185,16
2011,2011-01-23,21,1148,14
2011,2011-01-23,22,1091,13
2011,2011-01-23,23,1018,11
2011,2011-01-23,24,940,9
2011,2011-01-24,1,896,7
2011,2011-01-24,2,869,5
2011,2011-01-24,3,862,4
2011,2011-01-24,4,865,3
2011,2011-01-24,5,889,2
2011,2011-01-24,6,949,0
2011,2011-01-24,7,1090,0
2011,2011-01-24,8,1170,-1
2011,2011-01-24,9,1193,-1
2011,2011-01-24,10,1209,1
2011,2011-01-24,11,1218,4
2011,2011-01-24,12,1212,7
2011,2011-01-24,13,1196,10
2011,2011-01-24,14,1178,12
2011,2011-01-24,15,1150,14
2011,2011-01-24,16,1150,15
2011,2011-01-24,17,1199,15
2011,2011-01-24,18,1310,14
2011,2011-01-24,19,1325,12
2011,2011-01-24,20,1299,11
2011,2011-01-24,21,1251,9
2011,2011-01-24,22,1176,8
2011,2011-01-24,23,1075,9
2011,2011-01-24,24,987,10
2011,2011-01-25,1,922,10
2011,2011-01-25,2,887,11
2011,2011-01-25,3,868,13
2011,2011-01-25,4,863,14
2011,2011-01-25,5,877,15
2011,2011-01-25,6,937,15
2011,2011-01-25,7,1053,15
2011,2011-01-25,8,1133,16
2011,2011-01-25,9,1146,17
2011,2011-01-25,10,1162,18
2011,2011-01-25,11,1177,20
2011,2011-01-25,12,1174,24
2011,2011-01-25,13,1162,27
2011,2011-01-25,14,1148,30
2011,2011-01-25,15,1123,32
2011,2011-01-25,16,1111,33
2011,2011-01-25,17,1152,33
2011,2011-01-25,18,1240,32
2011,2011-01-25,19,1246,31
2011,2011-01-25,20,1220,25
2011,2011-01-25,21,1173,22
2011,2011-01-25,22,1101,22
2011,2011-01-25,23,1010,21
2011,2011-01-25,24,921,19
2011,2011-01-26,1,862,18
2011,2011-01-26,2,832,17
2011,2011-01-26,3,817,15
2011,2011-01-26,4,815,14
2011,2011-01-26,5,828,14
2011,2011-01-26,6,894,15
2011,2011-01-26,7,1025,15
2011,2011-01-26,8,1104,17
2011,2011-01-26,9,1124,20
2011,2011-01-26,10,1135,22
2011,2011-01-26,11,1142,24
2011,2011-01-26,12,1142,26
2011,2011-01-26,13,1141,27
2011,2011-01-26,14,1134,28
2011,2011-01-26,15,1117,29
2011,2011-01-26,16,1116,27
2011,2011-01-26,17,1156,28
2011,2011-01-26,18,1250,29
2011,2011-01-26,19,1247,29
2011,2011-01-26,20,1204,30
2011,2011-01-26,21,1136,31
2011,2011-01-26,22,1061,33
2011,2011-01-26,23,975,33
2011,2011-01-26,24,882,33
2011,2011-01-27,1,822,30
2011,2011-01-27,2,790,29
2011,2011-01-27,3,775,27
2011,2011-01-27,4,775,27
2011,2011-01-27,5,790,26
2011,2011-01-27,6,828,25
2011,2011-01-27,7,893,25
2011,2011-01-27,8,942,25
2011,2011-01-27,9,995,26
2011,2011-01-27,10,1030,27
2011,2011-01-27,11,1052,30
2011,2011-01-27,12,1072,32
2011,2011-01-27,13,1075,34
2011,2011-01-27,14,1072,34
2011,2011-01-27,15,1062,33
2011,2011-01-27,16,1053,34
2011,2011-01-27,17,1092,34
2011,2011-01-27,18,1195,32
2011,2011-01-27,19,1207,30
2011,2011-01-27,20,1174,27
2011,2011-01-27,21,1129,26
2011,2011-01-27,22,1058,25
2011,2011-01-27,23,965,24
2011,2011-01-27,24,882,23
2011,2011-01-28,1,822,23
2011,2011-01-28,2,792,24
2011,2011-01-28,3,776,21
2011,2011-01-28,4,774,22
2011,2011-01-28,5,792,22
2011,2011-01-28,6,855,21
2011,2011-01-28,7,982,19
2011,2011-01-28,8,1053,15
2011,2011-01-28,9,1074,18
2011,2011-01-28,10,1085,22
2011,2011-01-28,11,1093,27
2011,2011-01-28,12,1084,28
2011,2011-01-28,13,1064,30
2011,2011-01-28,14,1059,33
2011,2011-01-28,15,1041,32
2011,2011-01-28,16,1031,32
2011,2011-01-28,17,1060,32
2011,2011-01-28,18,1141,30
2011,2011-01-28,19,1147,27
